Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Created: potatobot1313 (distance: 208, speed: 9, health: 5)
Created: paoletti1314 (distance: 22, speed: 1, health: 5)
Created: darden1315 (distance: 59, speed: 4, health: 5)
Created: garcia1316 (distance: 201, speed: 9, health: 3)
Created: cris1317 (distance: 244, speed: 7, health: 5)
Created: bing1318 (distance: 277, speed: 1, health: 5)
Created: will1319 (distance: 35, speed: 6, health: 2)
Created: fee1320 (distance: 152, speed: 4, health: 1)
Created: noah1321 (distance: 67, speed: 6, health: 3)
Created: potatobot1322 (distance: 34, speed: 9, health: 3)
Created: paoletti1323 (distance: 171, speed: 2, health: 1)
Created: darden1324 (distance: 285, speed: 5, health: 5)
Created: garcia1325 (distance: 281, speed: 6, health: 5)
Created: cris1326 (distance: 275, speed: 4, health: 4)
Created: bing1327 (distance: 217, speed: 7, health: 2)
Created: will1328 (distance: 235, speed: 2, health: 1)
Created: fee1329 (distance: 130, speed: 1, health: 2)
Created: noah1330 (distance: 106, speed: 3, health: 1)
Created: potatobot1331 (distance: 57, speed: 5, health: 1)
Created: paoletti1332 (distance: 186, speed: 6, health: 3)
Created: darden1333 (distance: 53, speed: 9, health: 3)
Created: garcia1334 (distance: 269, speed: 4, health: 4)
Created: cris1335 (distance: 41, speed: 9, health: 2)
Created: bing1336 (distance: 6, speed: 8, health: 1)
Created: will1337 (distance: 17, speed: 4, health: 5)
Created: fee1338 (distance: 179, speed: 7, health: 5)
Created: noah1339 (distance: 232, speed: 1, health: 5)
Created: potatobot1340 (distance: 81, speed: 1, health: 5)
Created: paoletti1341 (distance: 279, speed: 10, health: 5)
Created: darden1342 (distance: 92, speed: 2, health: 1)
Created: garcia1343 (distance: 67, speed: 6, health: 5)
Created: cris1344 (distance: 231, speed: 1, health: 1)
Created: bing1345 (distance: 153, speed: 7, health: 2)
Created: will1346 (distance: 33, speed: 3, health: 1)
Created: fee1347 (distance: 8, speed: 4, health: 3)
Created: noah1348 (distance: 253, speed: 8, health: 1)
Created: potatobot1349 (distance: 45, speed: 8, health: 5)
Created: paoletti1350 (distance: 157, speed: 5, health: 1)
Created: darden1351 (distance: 248, speed: 6, health: 1)
Created: garcia1352 (distance: 66, speed: 8, health: 2)
Created: cris1353 (distance: 151, speed: 2, health: 3)
Created: bing1354 (distance: 218, speed: 5, health: 1)
Created: will1355 (distance: 245, speed: 5, health: 2)
Created: fee1356 (distance: 178, speed: 3, health: 1)
Created: noah1357 (distance: 112, speed: 3, health: 5)
Created: potatobot1358 (distance: 184, speed: 2, health: 3)
Created: paoletti1359 (distance: 282, speed: 4, health: 5)
Created: darden1360 (distance: 62, speed: 7, health: 2)
Created: garcia1361 (distance: 74, speed: 1, health: 3)
Created: cris1362 (distance: 155, speed: 1, health: 3)
Created: bing1363 (distance: 90, speed: 6, health: 2)
Created: will1364 (distance: 125, speed: 2, health: 5)
Created: fee1365 (distance: 24, speed: 7, health: 5)
Created: noah1366 (distance: 183, speed: 4, health: 3)
Created: potatobot1367 (distance: 211, speed: 8, health: 3)
Created: paoletti1368 (distance: 237, speed: 10, health: 3)
Created: darden1369 (distance: 77, speed: 2, health: 2)
Created: garcia1370 (distance: 126, speed: 3, health: 5)
Created: cris1371 (distance: 76, speed: 1, health: 3)
Created: bing1372 (distance: 40, speed: 9, health: 3)
Created: will1373 (distance: 31, speed: 5, health: 4)
Created: fee1374 (distance: 219, speed: 9, health: 2)
Created: noah1375 (distance: 1, speed: 4, health: 4)
Created: potatobot1376 (distance: 66, speed: 7, health: 3)
Created: paoletti1377 (distance: 242, speed: 1, health: 4)
Created: darden1378 (distance: 11, speed: 2, health: 4)
Created: garcia1379 (distance: 54, speed: 7, health: 5)
Created: cris1380 (distance: 278, speed: 5, health: 5)
Created: bing1381 (distance: 84, speed: 7, health: 3)
Created: will1382 (distance: 137, speed: 6, health: 5)
Created: fee1383 (distance: 24, speed: 3, health: 5)
Created: noah1384 (distance: 128, speed: 10, health: 1)
Created: potatobot1385 (distance: 121, speed: 10, health: 5)
Created: paoletti1386 (distance: 169, speed: 3, health: 1)
Created: darden1387 (distance: 185, speed: 5, health: 4)
Created: garcia1388 (distance: 80, speed: 6, health: 4)
Created: cris1389 (distance: 197, speed: 7, health: 5)
Created: bing1390 (distance: 263, speed: 8, health: 3)
Created: will1391 (distance: 251, speed: 7, health: 5)
Created: fee1392 (distance: 32, speed: 9, health: 2)
Created: noah1393 (distance: 210, speed: 6, health: 1)
Created: potatobot1394 (distance: 151, speed: 7, health: 4)
Created: paoletti1395 (distance: 205, speed: 5, health: 2)
Created: darden1396 (distance: 180, speed: 9, health: 2)
Created: garcia1397 (distance: 90, speed: 7, health: 5)
Created: cris1398 (distance: 293, speed: 8, health: 4)
Created: bing1399 (distance: 115, speed: 1, health: 3)
Created: will1400 (distance: 202, speed: 7, health: 2)
Created: fee1401 (distance: 15, speed: 4, health: 4)
Created: noah1402 (distance: 107, speed: 6, health: 3)
Created: potatobot1403 (distance: 119, speed: 9, health: 1)
Created: paoletti1404 (distance: 111, speed: 8, health: 3)
Created: darden1405 (distance: 58, speed: 3, health: 3)
Created: garcia1406 (distance: 256, speed: 9, health: 1)
Created: cris1407 (distance: 37, speed: 2, health: 2)
Created: bing1408 (distance: 256, speed: 8, health: 2)
Created: will1409 (distance: 251, speed: 10, health: 5)
Created: fee1410 (distance: 118, speed: 9, health: 5)
Created: noah1411 (distance: 211, speed: 8, health: 1)
Created: potatobot1412 (distance: 232, speed: 4, health: 3)
Created: paoletti1413 (distance: 69, speed: 1, health: 5)
Created: darden1414 (distance: 187, speed: 4, health: 3)
Created: garcia1415 (distance: 266, speed: 7, health: 2)
Created: cris1416 (distance: 134, speed: 3, health: 1)
Created: bing1417 (distance: 136, speed: 2, health: 2)
Created: will1418 (distance: 208, speed: 6, health: 2)
Created: fee1419 (distance: 102, speed: 5, health: 1)
Created: noah1420 (distance: 34, speed: 6, health: 3)
Created: potatobot1421 (distance: 143, speed: 3, health: 1)
Created: paoletti1422 (distance: 219, speed: 6, health: 1)
Created: darden1423 (distance: 269, speed: 8, health: 1)
Created: garcia1424 (distance: 81, speed: 5, health: 4)
Created: cris1425 (distance: 117, speed: 1, health: 1)
Created: bing1426 (distance: 152, speed: 7, health: 1)
Created: will1427 (distance: 204, speed: 7, health: 1)
Created: fee1428 (distance: 27, speed: 1, health: 4)
Created: noah1429 (distance: 43, speed: 8, health: 2)
Created: potatobot1430 (distance: 143, speed: 2, health: 4)
Created: paoletti1431 (distance: 69, speed: 5, health: 5)
Created: darden1432 (distance: 161, speed: 8, health: 3)
Created: garcia1433 (distance: 53, speed: 5, health: 5)
Created: cris1434 (distance: 4, speed: 5, health: 2)
Created: bing1435 (distance: 222, speed: 9, health: 5)
Created: will1436 (distance: 62, speed: 3, health: 2)
Created: fee1437 (distance: 224, speed: 1, health: 1)
Created: noah1438 (distance: 293, speed: 9, health: 3)
Created: potatobot1439 (distance: 214, speed: 7, health: 3)
Created: paoletti1440 (distance: 26, speed: 5, health: 4)
Created: darden1441 (distance: 107, speed: 6, health: 3)
Created: garcia1442 (distance: 70, speed: 7, health: 3)
Created: cris1443 (distance: 52, speed: 3, health: 3)
Created: bing1444 (distance: 1, speed: 10, health: 3)
Created: will1445 (distance: 281, speed: 9, health: 3)
Created: fee1446 (distance: 176, speed: 6, health: 2)
Created: noah1447 (distance: 165, speed: 9, health: 3)
Created: potatobot1448 (distance: 204, speed: 10, health: 4)
Created: paoletti1449 (distance: 188, speed: 3, health: 4)
Created: darden1450 (distance: 227, speed: 6, health: 1)
Created: garcia1451 (distance: 88, speed: 6, health: 1)
Created: cris1452 (distance: 278, speed: 1, health: 1)
Created: bing1453 (distance: 217, speed: 10, health: 2)
Created: will1454 (distance: 187, speed: 9, health: 2)
Created: fee1455 (distance: 181, speed: 3, health: 4)
Created: noah1456 (distance: 45, speed: 4, health: 4)
Created: potatobot1457 (distance: 39, speed: 3, health: 3)
Created: paoletti1458 (distance: 204, speed: 10, health: 2)
Created: darden1459 (distance: 73, speed: 8, health: 5)
Created: garcia1460 (distance: 114, speed: 4, health: 3)
Created: cris1461 (distance: 172, speed: 10, health: 3)
Created: bing1462 (distance: 38, speed: 3, health: 4)
Created: will1463 (distance: 206, speed: 4, health: 3)
Created: fee1464 (distance: 266, speed: 10, health: 1)
Created: noah1465 (distance: 77, speed: 2, health: 3)
Created: potatobot1466 (distance: 116, speed: 2, health: 3)
Created: paoletti1467 (distance: 291, speed: 4, health: 5)
Created: darden1468 (distance: 149, speed: 7, health: 5)
Created: garcia1469 (distance: 50, speed: 5, health: 4)
Created: cris1470 (distance: 42, speed: 5, health: 1)
Created: bing1471 (distance: 12, speed: 9, health: 2)
Created: will1472 (distance: 73, speed: 7, health: 3)
Created: fee1473 (distance: 297, speed: 2, health: 5)
Created: noah1474 (distance: 3, speed: 7, health: 3)
Created: potatobot1475 (distance: 56, speed: 8, health: 1)
Created: paoletti1476 (distance: 132, speed: 9, health: 4)
Created: darden1477 (distance: 20, speed: 2, health: 5)
Created: garcia1478 (distance: 269, speed: 10, health: 5)
Created: cris1479 (distance: 204, speed: 5, health: 4)
Created: bing1480 (distance: 182, speed: 1, health: 1)
Created: will1481 (distance: 98, speed: 5, health: 3)
Created: fee1482 (distance: 215, speed: 8, health: 2)
Created: noah1483 (distance: 13, speed: 5, health: 2)
Created: potatobot1484 (distance: 97, speed: 4, health: 5)
Created: paoletti1485 (distance: 178, speed: 10, health: 2)
Created: darden1486 (distance: 266, speed: 8, health: 1)
Created: garcia1487 (distance: 289, speed: 3, health: 2)
Created: cris1488 (distance: 260, speed: 9, health: 5)
Created: bing1489 (distance: 14, speed: 4, health: 3)
Created: will1490 (distance: 229, speed: 2, health: 5)
Created: fee1491 (distance: 257, speed: 5, health: 5)
Created: noah1492 (distance: 6, speed: 6, health: 3)
Created: potatobot1493 (distance: 284, speed: 4, health: 2)
Created: paoletti1494 (distance: 243, speed: 8, health: 3)
Created: darden1495 (distance: 220, speed: 4, health: 3)
Created: garcia1496 (distance: 204, speed: 5, health: 5)
Created: cris1497 (distance: 152, speed: 1, health: 5)
Created: bing1498 (distance: 116, speed: 3, health: 4)
Created: will1499 (distance: 132, speed: 9, health: 1)
Created: fee1500 (distance: 22, speed: 9, health: 2)
Created: noah1501 (distance: 29, speed: 3, health: 1)
Created: potatobot1502 (distance: 259, speed: 6, health: 4)
Created: paoletti1503 (distance: 256, speed: 5, health: 5)
Created: darden1504 (distance: 41, speed: 7, health: 3)
Created: garcia1505 (distance: 3, speed: 7, health: 2)
Created: cris1506 (distance: 26, speed: 6, health: 4)
Created: bing1507 (distance: 68, speed: 4, health: 5)
Created: will1508 (distance: 300, speed: 3, health: 3)
Created: fee1509 (distance: 183, speed: 4, health: 3)
Created: noah1510 (distance: 159, speed: 3, health: 2)
Created: potatobot1511 (distance: 6, speed: 10, health: 2)
Created: paoletti1512 (distance: 240, speed: 2, health: 1)
Created: darden1513 (distance: 35, speed: 6, health: 3)
Created: garcia1514 (distance: 117, speed: 8, health: 1)
Created: cris1515 (distance: 207, speed: 2, health: 2)
Created: bing1516 (distance: 126, speed: 5, health: 4)
Created: will1517 (distance: 221, speed: 6, health: 4)
Created: fee1518 (distance: 47, speed: 3, health: 2)
Created: noah1519 (distance: 160, speed: 10, health: 5)
Created: potatobot1520 (distance: 123, speed: 1, health: 2)
Created: paoletti1521 (distance: 208, speed: 5, health: 3)
Created: darden1522 (distance: 254, speed: 3, health: 4)
Created: garcia1523 (distance: 35, speed: 9, health: 1)
Created: cris1524 (distance: 274, speed: 3, health: 5)
Created: bing1525 (distance: 145, speed: 8, health: 3)
Created: will1526 (distance: 40, speed: 2, health: 1)
Created: fee1527 (distance: 65, speed: 10, health: 2)
Created: noah1528 (distance: 199, speed: 10, health: 1)
Created: potatobot1529 (distance: 277, speed: 8, health: 2)
Created: paoletti1530 (distance: 53, speed: 3, health: 2)
Created: darden1531 (distance: 72, speed: 6, health: 1)
Created: garcia1532 (distance: 8, speed: 10, health: 1)
Created: cris1533 (distance: 1, speed: 5, health: 2)
Created: bing1534 (distance: 134, speed: 4, health: 3)
Created: will1535 (distance: 83, speed: 6, health: 3)
Created: fee1536 (distance: 23, speed: 6, health: 5)
Created: noah1537 (distance: 232, speed: 3, health: 1)
Created: potatobot1538 (distance: 161, speed: 10, health: 4)
Created: paoletti1539 (distance: 193, speed: 8, health: 2)
Created: darden1540 (distance: 265, speed: 2, health: 2)
Created: garcia1541 (distance: 8, speed: 10, health: 4)
Created: cris1542 (distance: 56, speed: 5, health: 1)
Created: bing1543 (distance: 205, speed: 7, health: 1)
Created: will1544 (distance: 35, speed: 2, health: 5)
Created: fee1545 (distance: 107, speed: 2, health: 4)
Created: noah1546 (distance: 200, speed: 5, health: 5)
Created: potatobot1547 (distance: 67, speed: 4, health: 4)
Created: paoletti1548 (distance: 46, speed: 6, health: 5)
Created: darden1549 (distance: 135, speed: 3, health: 3)
Created: garcia1550 (distance: 85, speed: 10, health: 5)
Created: cris1551 (distance: 98, speed: 6, health: 5)
Created: bing1552 (distance: 184, speed: 3, health: 1)
Created: will1553 (distance: 34, speed: 8, health: 5)
Created: fee1554 (distance: 292, speed: 7, health: 5)
Created: noah1555 (distance: 39, speed: 5, health: 1)
Created: potatobot1556 (distance: 168, speed: 3, health: 2)
Created: paoletti1557 (distance: 5, speed: 2, health: 2)
Created: darden1558 (distance: 87, speed: 5, health: 1)
Created: garcia1559 (distance: 28, speed: 8, health: 5)
Created: cris1560 (distance: 264, speed: 3, health: 1)
Created: bing1561 (distance: 296, speed: 3, health: 4)
Created: will1562 (distance: 176, speed: 10, health: 1)
Created: fee1563 (distance: 95, speed: 5, health: 4)
Created: noah1564 (distance: 271, speed: 10, health: 3)
Created: potatobot1565 (distance: 243, speed: 7, health: 5)
Created: paoletti1566 (distance: 20, speed: 2, health: 4)
Created: darden1567 (distance: 271, speed: 4, health: 1)
Created: garcia1568 (distance: 138, speed: 7, health: 2)
Created: cris1569 (distance: 275, speed: 2, health: 1)
Created: bing1570 (distance: 212, speed: 6, health: 2)
Created: will1571 (distance: 300, speed: 9, health: 3)
Created: fee1572 (distance: 11, speed: 1, health: 1)
Created: noah1573 (distance: 272, speed: 10, health: 5)
Created: potatobot1574 (distance: 259, speed: 8, health: 1)
Created: paoletti1575 (distance: 70, speed: 8, health: 1)
Created: darden1576 (distance: 172, speed: 4, health: 3)
Created: garcia1577 (distance: 258, speed: 4, health: 4)
Created: cris1578 (distance: 189, speed: 1, health: 1)
Created: bing1579 (distance: 89, speed: 2, health: 1)
Created: will1580 (distance: 64, speed: 1, health: 1)
Created: fee1581 (distance: 191, speed: 2, health: 3)
Created: noah1582 (distance: 294, speed: 9, health: 3)
Created: potatobot1583 (distance: 246, speed: 7, health: 2)
Created: paoletti1584 (distance: 61, speed: 8, health: 4)
Created: darden1585 (distance: 165, speed: 6, health: 5)
Created: garcia1586 (distance: 89, speed: 1, health: 1)
Created: cris1587 (distance: 274, speed: 1, health: 1)
Created: bing1588 (distance: 300, speed: 6, health: 5)
Created: will1589 (distance: 11, speed: 9, health: 2)
Created: fee1590 (distance: 196, speed: 2, health: 3)
Created: noah1591 (distance: 283, speed: 2, health: 3)
Created: potatobot1592 (distance: 232, speed: 7, health: 1)
Created: paoletti1593 (distance: 171, speed: 9, health: 2)
Created: darden1594 (distance: 176, speed: 10, health: 3)
Created: garcia1595 (distance: 115, speed: 5, health: 5)
Created: cris1596 (distance: 108, speed: 9, health: 4)
Created: bing1597 (distance: 165, speed: 6, health: 2)
Created: will1598 (distance: 223, speed: 7, health: 2)
Created: fee1599 (distance: 16, speed: 4, health: 3)
Destroyed: bing1336 (distance: 6, speed: 8, health: 0)
Destroyed: garcia1532 (distance: 8, speed: 10, health: 0)
Destroyed: bing1201 (distance: 2, speed: 7, health: 0)
Destroyed: cris1434 (distance: 4, speed: 5, health: 0)
Destroyed: cris1533 (distance: 1, speed: 5, health: 0)
Destroyed: garcia1505 (distance: 3, speed: 7, health: 0)
Destroyed: paoletti1206 (distance: 3, speed: 5, health: 0)
Destroyed: potatobot1511 (distance: 6, speed: 10, health: 0)
Destroyed: bing1444 (distance: 1, speed: 10, health: 0)
Destroyed: noah1474 (distance: 3, speed: 7, health: 0)
Destroyed: garcia1541 (distance: 8, speed: 10, health: 0)
Destroyed: noah1375 (distance: 1, speed: 4, health: 0)
Destroyed: bing1246 (distance: 13, speed: 10, health: 0)
Destroyed: bing1471 (distance: 12, speed: 9, health: 0)
Destroyed: will1589 (distance: 11, speed: 9, health: 0)
Destroyed: noah1492 (distance: 6, speed: 6, health: 0)
Destroyed: fee1500 (distance: 22, speed: 9, health: 0)
Destroyed: noah1483 (distance: 13, speed: 5, health: 0)
Destroyed: paoletti1557 (distance: 5, speed: 2, health: 0)
Destroyed: fee1347 (distance: 8, speed: 4, health: 0)
Destroyed: garcia1523 (distance: 35, speed: 9, health: 0)
Destroyed: fee1284 (distance: 31, speed: 10, health: 0)
Destroyed: fee1392 (distance: 32, speed: 9, health: 0)
Destroyed: bing1489 (distance: 14, speed: 4, health: 0)
Destroyed: potatobot1205 (distance: 37, speed: 10, health: 0)
Destroyed: potatobot1322 (distance: 34, speed: 9, health: 0)
Destroyed: fee1401 (distance: 15, speed: 4, health: 0)
Destroyed: fee1365 (distance: 24, speed: 7, health: 0)
Destroyed: fee1536 (distance: 23, speed: 6, health: 0)
Destroyed: garcia1559 (distance: 28, speed: 8, health: 0)
